Hyperbolic rotation test
---------------------------------------------
Number of tests             : 2500
Number of CORDIC iterations : 10
Number format               : q3.28
CORDIC iteration logging    : OFF
Test logging                : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,  error ang
616 :  -0.110089,  -5.565100,   7.327242 |  -0.684256,  -4.667344,    0.000000 | 1.120434e-03, 1.651209e-04,   0.013753 :       OK
617 :  -2.843262,  -3.822099,  47.096684 |  -6.112847,  -6.469863,    0.000000 | 6.935177e-04, 6.551374e-04,   0.006151 :       OK
618 :   4.272263,   4.296033, -14.902805 |   2.727943,   2.753526,    0.000000 | 2.633850e-03, 2.609413e-03,   0.054771 :       OK
619 :   3.071886,  -5.915441, -27.792318 |   5.330238,  -6.782896,    0.000000 | 2.170098e-05, 1.745977e-05,   0.000176 :       OK
620 :   6.022596,  -0.039543, -57.824489 |   7.805005,  -5.995396,    0.000000 | 2.043849e-03, 2.659842e-03,   0.019516 :       OK
621 :  -6.106613,  -3.102225, -57.568818 |  -4.803366,   2.005644,    0.000000 | 1.800548e-03, 4.306874e-03,   0.051360 :       OK
622 :  -1.945519,   3.069848,  33.280709 |  -0.330199,   1.997909,    0.000000 | 1.042746e-03, 1.729139e-04,   0.029901 :       OK
623 :  -0.359405,  -4.266884, -38.849541 |   2.219480,  -4.168078,    0.000000 | 1.545006e-04, 8.181411e-05,   0.002129 :       OK
624 :   0.163519,  -2.931990,  10.524552 |  -0.311433,  -2.449008,    0.000000 | 1.796315e-03, 2.274061e-04,   0.042029 :       OK
625 :   2.556708,   7.659055, -25.244649 |  -0.560875,   6.016990,    0.000000 | 2.849606e-03, 2.640090e-04,   0.027136 :       OK
626 :   3.851789,   1.932844, -16.163567 |   2.865691,   0.754420,    0.000000 | 3.610504e-04, 1.374247e-03,   0.027481 :       OK
627 :  -2.107080,   2.881544,  40.025821 |  -0.383119,   1.675396,    0.000000 | 1.500820e-03, 3.440902e-04,   0.051318 :       OK
628 :  -2.127326,   1.013858,  24.528899 |  -1.558201,   0.140557,    0.000000 | 4.178954e-05, 4.667018e-04,   0.017162 :       OK
629 :  -3.297768,  -2.041673, -30.183851 |  -2.190661,  -0.425534,    0.000000 | 3.068046e-04, 1.574912e-03,   0.041187 :       OK
630 :  -7.152177,  -1.594514, -36.443971 |  -6.276829,   2.434743,    0.000000 | 2.267403e-03, 5.837302e-03,   0.053271 :       OK
631 :  -2.498804,  -4.303990, -39.974855 |   0.099927,  -2.909543,    0.000000 | 1.786185e-05, 1.460227e-07,   0.000352 :       OK
632 :   2.665030,  -5.452441,  -9.944317 |   3.033981,  -4.978392,    0.000000 | 1.852237e-03, 1.128088e-03,   0.021325 :       OK
633 :   0.241873,   5.147438, -44.168642 |  -3.365255,   5.433989,    0.000000 | 4.972953e-03, 3.077792e-03,   0.052455 :       OK
634 :  -5.401352,  -4.939793,  -8.089653 |  -3.946030,  -3.504959,    0.000000 | 2.128079e-03, 2.396208e-03,   0.034810 :       OK
635 :  -1.732460,   0.018490,  44.580468 |  -1.881938,  -1.214634,    0.000000 | 3.500904e-04, 5.427773e-04,   0.016532 :       OK
636 :  -0.691032,   6.766802,  25.744014 |   1.976388,   5.924963,    0.000000 | 3.416300e-03, 1.141284e-03,   0.033030 :       OK
637 :   3.529251,   5.640313,  26.624444 |   5.504363,   6.605028,    0.000000 | 5.533257e-03, 4.612220e-03,   0.047974 :       OK
638 :   4.122093,   3.961835, -34.650575 |   1.953663,   1.710201,    0.000000 | 1.645010e-03, 1.879527e-03,   0.055153 :       OK
639 :  -4.770317,   1.273801,  23.719328 |  -3.852208,  -0.537026,    0.000000 | 3.329282e-04, 2.378662e-03,   0.035376 :       OK
640 :   6.429765,   1.696149, -39.570003 |   5.607918,  -2.228043,    0.000000 | 1.675076e-03, 4.221368e-03,   0.043140 :       OK
641 :   2.163831,  -1.062527, -44.784687 |   3.133994,  -2.715770,    0.000000 | 1.456141e-04, 1.678952e-04,   0.003062 :       OK
642 :   6.748892,   6.499500, -17.389344 |   4.197936,   3.917615,    0.000000 | 9.992620e-04, 1.070647e-03,   0.014603 :       OK
643 :  -6.237829,  -2.417582, -40.506156 |  -4.984964,   1.443195,    0.000000 | 7.035926e-04, 2.425921e-03,   0.027878 :       OK
644 :  -1.020253,  -5.253218,  26.015941 |  -2.983362,  -5.213907,    0.000000 | 1.360802e-03, 7.779624e-04,   0.014960 :       OK
645 :   1.399543,  -6.603983,  51.878536 |  -3.997277,  -6.682700,    0.000000 | 2.945069e-03, 1.762703e-03,   0.025242 :       OK
646 :   6.222524,   4.985665, -13.321516 |   4.332963,   3.037995,    0.000000 | 2.132432e-03, 3.040125e-03,   0.040184 :       OK
647 :   5.478286,   3.884469, -11.182670 |   3.999538,   2.391985,    0.000000 | 1.199046e-03, 2.003658e-03,   0.028694 :       OK
648 :  -7.459048,  -6.229050, -53.417052 |  -3.531921,  -0.939162,    0.000000 | 8.291134e-04, 3.111290e-03,   0.050464 :       OK
649 :  -0.776605,  -4.524511, -36.539350 |   1.779942,  -4.104646,    0.000000 | 3.015874e-03, 1.306377e-03,   0.042109 :       OK
650 :   0.199024,  -2.636984,   6.739136 |  -0.091670,  -2.183805,    0.000000 | 1.612803e-03, 6.864249e-05,   0.042314 :       OK
651 :   0.677536,   2.666713, -32.172467 |  -0.655655,   2.238358,    0.000000 | 1.591175e-03, 4.652478e-04,   0.040737 :       OK
652 :   2.688828,   6.716567,  -3.291913 |   1.914436,   5.454225,    0.000000 | 1.835905e-03, 6.433780e-04,   0.019290 :       OK
653 :  -1.038389,   7.655360,  16.904333 |   1.002051,   6.372842,    0.000000 | 2.534359e-03, 3.999824e-04,   0.022783 :       OK
654 :  -1.353491,   7.020873, -25.712117 |  -3.941128,   6.943413,    0.000000 | 5.691215e-03, 3.228037e-03,   0.046979 :       OK
655 :   1.929076,  -3.857661, -27.559046 |   3.389213,  -4.378469,    0.000000 | 6.605573e-04, 5.115928e-04,   0.008636 :       OK
656 :  -0.695688,  -1.799179, -46.803291 |   0.578934,  -1.493570,    0.000000 | 1.263754e-03, 4.891951e-04,   0.048491 :       OK
657 :   3.459213,  -3.966781, -46.399330 |   6.830816,  -7.018210,    0.000000 | 2.420692e-03, 2.356145e-03,   0.019750 :       OK
658 :  -4.809598,   1.893629, -23.616405 |  -5.000923,   3.398646,    0.000000 | 1.566884e-03, 2.304550e-03,   0.026393 :       OK
659 :  -1.185407,   6.665628,  19.101682 |   0.839518,   5.507213,    0.000000 | 4.633443e-03, 7.035620e-04,   0.048210 :       OK
660 :  -6.634021,   5.840945,  -4.766134 |  -5.927483,   5.321930,    0.000000 | 1.237299e+01, 1.216397e+01,  26.706790 : Overflow
661 :   2.423937,   4.493946, -55.310396 |  -1.161922,   3.348130,    0.000000 | 2.410745e-03, 8.353803e-04,   0.041263 :       OK
662 :  -2.503433,  -5.857770,  11.508551 |  -3.102251,  -5.379116,    0.000000 | 1.757991e-03, 1.013119e-03,   0.018732 :       OK
663 :  -6.601483,   3.015029,   7.368684 |  -5.200512,   1.816104,    0.000000 | 8.790935e-04, 2.513730e-03,   0.027689 :       OK
664 :   0.224035,  -6.954082, -13.916783 |   1.606820,  -5.987026,    0.000000 | 3.760953e-03, 1.011361e-03,   0.035987 :       OK
665 :  -3.241445,  -7.926535,   4.170195 |  -3.175961,  -6.790660,    0.000000 | 4.028752e+00, 1.324340e+01,  27.302729 : Overflow
666 :   7.416419,  -4.634438,  40.918311 |   4.805370,  -0.090460,    0.000000 | 7.894956e-05, 4.062189e-03,   0.048434 :       OK
667 :  -2.044645,  -0.485194,  13.951803 |  -1.846166,  -0.831828,    0.000000 | 1.432902e-05, 3.128212e-05,   0.000967 :       OK
668 :  -5.504646,  -4.940525,  13.490117 |  -5.669016,  -5.299117,    0.000000 | 1.390879e-03, 1.487823e-03,   0.015027 :       OK
669 :   5.695304,   1.377769,  -5.692714 |   4.635428,   0.678577,    0.000000 | 3.724123e-04, 2.534469e-03,   0.031325 :       OK
670 :  -0.598834,  -3.322970,  51.378995 |  -3.527998,  -4.450032,    0.000000 | 2.707225e-03, 2.145728e-03,   0.034872 :       OK
671 :  -4.803229,   3.838997,  42.466681 |  -2.548181,   0.869233,    0.000000 | 4.574360e-04, 1.338988e-03,   0.030102 :       OK
672 :  -1.617548,  -1.383687, -11.478519 |  -1.137676,  -0.900577,    0.000000 | 1.773961e-04, 2.241917e-04,   0.011300 :       OK
673 :   0.825387,   1.058457,  18.073417 |   1.000914,   1.141991,    0.000000 | 5.423439e-04, 4.752703e-04,   0.027224 :       OK
674 :  -7.230241,  -1.089771, -46.401077 |  -7.261807,   4.190143,    0.000000 | 1.318105e-03, 2.282598e-03,   0.018003 :       OK
675 :  -5.725044,  -6.810868, -29.565394 |  -2.349737,  -3.859210,    0.000000 | 1.194341e-03, 7.266897e-04,   0.017739 :       OK
676 :   7.800030,  -4.038410,  19.502261 |   5.688128,  -1.301172,    0.000000 | 2.730173e-05, 1.156281e-04,   0.001163 :       OK
677 :  -2.792682,  -3.611922,  52.100312 |  -6.459986,  -6.733804,    0.000000 | 3.207773e-03, 3.077475e-03,   0.027279 :       OK
678 :  -5.042457,  -3.090461, -29.004005 |  -3.377486,  -0.690352,    0.000000 | 2.339065e-04, 1.147790e-03,   0.019474 :       OK
679 :   1.150082,  -4.697528, -12.478040 |   1.832665,  -4.200207,    0.000000 | 1.389481e-03, 6.069914e-04,   0.018949 :       OK
680 :  -3.473653,   1.625059,  19.906535 |  -2.580118,   0.408947,    0.000000 | 3.001093e-04, 1.900269e-03,   0.042203 :       OK
681 :   1.315935,   1.972587, -16.266544 |   0.665273,   1.389038,    0.000000 | 8.824437e-04, 4.222555e-04,   0.036409 :       OK
682 :   5.285244,   0.551308, -59.449153 |   6.401331,  -4.685386,    0.000000 | 3.132515e-03, 4.281330e-03,   0.038336 :       OK
683 :  -4.409985,   5.772397,  -7.771637 |  -4.344729,   5.331836,    0.000000 | 1.581318e-03, 1.288927e-03,   0.016983 :       OK
684 :   7.964988,  -6.011486,  20.689232 |   5.204167,  -2.878223,    0.000000 | 2.200349e-03, 3.981464e-03,   0.043849 :       OK
685 :   0.521704,  -4.642038, -10.129594 |   1.124228,  -3.989166,    0.000000 | 1.198512e-03, 3.385248e-04,   0.017211 :       OK
686 :   4.340383,  -7.596647,  42.212654 |  -0.451778,  -5.193037,    0.000000 | 1.028635e-05, 1.721478e-06,   0.000113 :       OK
687 :   1.138783,  -4.556649,  29.968696 |  -0.991916,  -3.793036,    0.000000 | 3.299157e-03, 8.608630e-04,   0.049843 :       OK
688 :  -0.341866,  -2.312084, -51.042259 |   1.540454,  -2.444026,    0.000000 | 1.443655e-03, 9.094418e-04,   0.033856 :       OK
689 :   5.870552,   7.190344, -55.484669 |   0.615367,   3.499637,    0.000000 | 5.053627e-04, 8.828385e-05,   0.008276 :       OK
690 :   1.030637,   2.487161,  57.290441 |   3.744638,   4.189297,    0.000000 | 4.368465e-04, 3.903499e-04,   0.005983 :       OK
691 :  -2.705232,  -3.959949, -51.950052 |   0.172214,  -2.405792,    0.000000 | 1.942916e-03, 1.379250e-04,   0.046274 :       OK
692 :  -6.222261,   3.230675, -27.904289 |  -7.145451,   5.620153,    0.000000 | 1.209106e-05, 1.481086e-05,   0.000112 :       OK
693 :   4.244918,   7.873493,  -6.419655 |   2.810940,   6.178846,    0.000000 | 2.811284e-03, 1.277657e-03,   0.026076 :       OK
694 :  -6.700842,   0.917487,  46.731986 |  -6.822410,  -4.025998,    0.000000 | 1.604667e-03, 2.717461e-03,   0.022814 :       OK
695 :  -5.371909,   3.495777, -38.878383 |  -7.646571,   6.856739,    0.000000 | 1.498134e+01, 1.104941e+00,   7.228617 : Overflow
696 :  -0.204496,  -0.841187,  -6.696793 |  -0.089078,  -0.682896,    0.000000 | 3.248095e-04, 4.255369e-05,   0.027249 :       OK
697 :  -6.707466,  -0.502470, -45.979764 |  -7.084495,   4.403015,    0.000000 | 2.997293e-03, 4.819980e-03,   0.038967 :       OK
698 :  -2.422582,  -4.491237, -59.463036 |   1.406862,  -3.439031,    0.000000 | 3.133508e-03, 1.280245e-03,   0.052219 :       OK
699 :   2.717769,   3.267663,  32.003761 |   4.210733,   4.471744,    0.000000 | 1.254498e-03, 1.181373e-03,   0.016063 :       OK
700 :   0.069993,  -3.170439,  23.812977 |  -1.061971,  -2.836436,    0.000000 | 2.655731e-03, 9.957744e-04,   0.053633 :       OK
701 :  -0.705397,  -2.352074,  -8.053014 |  -0.315897,  -1.888477,    0.000000 | 1.333577e-03, 2.238329e-04,   0.040456 :       OK
702 :  -5.180204,   6.748426,   9.354367 |  -3.437551,   4.969612,    0.000000 | 9.318384e-05, 6.405546e-05,   0.001081 :       OK
703 :   3.023408,   0.521031,  47.010993 |   3.797589,   2.883520,    0.000000 | 1.628434e-03, 2.145313e-03,   0.032381 :       OK
704 :   1.314362,   3.623304,  59.030207 |   5.397894,   6.081704,    0.000000 | 4.767442e-03, 4.232008e-03,   0.044891 :       OK
705 :   0.721978,   6.141872, -18.155238 |  -1.012641,   5.161391,    0.000000 | 2.578171e-04, 5.137647e-05,   0.002860 :       OK
706 :   7.317455,   3.600855,  -9.298810 |   5.664975,   2.037592,    0.000000 | 1.969020e-03, 5.465771e-03,   0.055268 :       OK
707 :  -0.837325,   0.540782,  28.318318 |  -0.550477,   0.147109,    0.000000 | 8.635427e-05, 3.238089e-04,   0.033708 :       OK
708 :   6.873679,  -2.163025,  10.409820 |   5.470156,  -0.782561,    0.000000 | 5.376015e-04, 3.743120e-03,   0.039203 :       OK
709 :  -3.152938,  -2.427601, -59.901784 |  -1.669977,   0.042210,    0.000000 | 3.118174e-05, 1.262825e-03,   0.043327 :       OK
710 :   4.248699,   0.439185,  -9.564413 |   3.513610,  -0.221733,    0.000000 | 5.814408e-05, 9.105024e-04,   0.014847 :       OK
711 :   3.145153,  -0.429000,  31.289390 |   2.804507,   1.086727,    0.000000 | 2.638192e-03, 6.827552e-03,   0.139555 :       OK
712 :   1.821261,   7.459662, -24.909480 |  -1.120315,   6.106224,    0.000000 | 2.951886e-03, 5.399567e-04,   0.027701 :       OK
713 :   6.347824,  -3.609024, -29.266568 |   7.566618,  -6.203017,    0.000000 | 1.541428e+01, 5.799191e-01,   2.206356 : Overflow
714 :  -6.017210,   3.802921, -22.787297 |  -6.681457,   5.447007,    0.000000 | 3.777666e-03, 4.634899e-03,   0.039764 :       OK
715 :  -2.993400,  -0.218527, -26.819025 |  -2.672969,   1.004014,    0.000000 | 6.068875e-04, 1.617804e-03,   0.034685 :       OK
716 :   3.686162,  -3.219165, -44.492476 |   6.317363,  -6.139113,    0.000000 | 4.331196e-03, 4.457103e-03,   0.040447 :       OK
717 :  -5.731799,  -0.995886,  13.249896 |  -5.076694,  -1.958271,    0.000000 | 1.076019e-03, 2.786048e-03,   0.031437 :       OK
718 :   0.243850,  -4.831160,   5.288075 |  -0.167311,  -4.007193,    0.000000 | 2.629387e-03, 1.112729e-04,   0.037595 :       OK
719 :  -4.972903,  -2.590800, -39.821654 |  -3.546450,   0.414207,    0.000000 | 2.974652e-04, 2.534434e-03,   0.040943 :       OK
720 :  -0.526314,  -3.684878,  -6.084915 |  -0.113853,  -3.028435,    0.000000 | 1.326490e-03, 4.908958e-05,   0.025097 :       OK
721 :  -3.728500,  -6.149208,  22.873726 |  -5.435250,  -6.782742,    0.000000 | 1.367854e+00, 1.476928e+01,   8.599198 : Overflow
722 :  -2.424738,   0.646421, -41.096965 |  -2.970741,   2.250524,    0.000000 | 1.282036e-04, 1.694900e-04,   0.003276 :       OK
723 :  -3.094720,  -5.408816, -42.531318 |   0.337568,  -3.696348,    0.000000 | 1.172030e-03, 1.078043e-04,   0.018166 :       OK
724 :   5.311122,   6.134038, -30.449224 |   2.210081,   3.371852,    0.000000 | 1.716257e-03, 1.124362e-03,   0.029174 :       OK
725 :   4.554462,  -3.155800,  24.677303 |   2.972151,  -1.186785,    0.000000 | 4.011594e-04, 1.003286e-03,   0.019336 :       OK
726 :   7.577343,   1.223966,  15.093630 |   6.777628,   2.726643,    0.000000 | 1.458830e+01, 2.285995e+00,  16.379294 : Overflow
727 :   2.700861,   5.014415,  30.884487 |   4.927737,   6.047543,    0.000000 | 4.386212e-03, 3.574888e-03,   0.041536 :       OK
728 :   7.220229,   2.506153, -51.215733 |   6.431954,  -3.130490,    0.000000 | 9.019532e-04, 1.851136e-03,   0.016484 :       OK
729 :   7.385911,   3.583430, -29.089795 |   5.360345,   0.117976,    0.000000 | 9.132015e-05, 4.265098e-03,   0.045589 :       OK
730 :  -2.045145,  -4.673285,  45.745889 |  -5.702969,  -6.684410,    0.000000 | 5.723186e-03, 4.883832e-03,   0.049031 :       OK
731 :  -2.443948,   4.269487,  46.386050 |   0.462273,   2.941455,    0.000000 | 1.695872e-03, 2.674561e-04,   0.033030 :       OK
732 :   3.636831,  -6.666426, -24.753402 |   5.768697,  -7.400700,    0.000000 | 1.201347e+00, 1.491586e+01,   6.719521 : Overflow
733 :  -5.637676,   3.824429,   9.243375 |  -4.224862,   2.456854,    0.000000 | 6.483170e-06, 1.190720e-05,   0.000167 :       OK
734 :  -6.630959,   1.838171,  14.401932 |  -5.289541,   0.176059,    0.000000 | 5.522188e-06, 1.406092e-04,   0.001523 :       OK
735 :  -2.987788,  -5.500799, -56.017555 |   1.446781,  -4.096461,    0.000000 | 2.498376e-03, 8.836018e-04,   0.034937 :       OK
736 :  -1.023574,  -1.400727,  40.591027 |  -1.965605,  -2.119706,    0.000000 | 2.032767e-03, 1.885164e-03,   0.054912 :       OK
737 :   1.079383,  -4.713256,  49.236590 |  -2.542834,  -4.578157,    0.000000 | 1.573614e-03, 8.733316e-04,   0.019701 :       OK
738 :  -3.000334,  -7.930666, -39.300707 |   1.777648,  -6.345684,    0.000000 | 2.597893e-04, 7.371037e-05,   0.002343 :       OK
739 :  -2.191396,   0.877503,  -6.351233 |  -1.910442,   0.934594,    0.000000 | 2.835738e-04, 5.802860e-04,   0.017409 :       OK
740 :   1.985261,  -4.087280,  56.265837 |  -1.384740,  -3.272065,    0.000000 | 5.979702e-04, 2.535406e-04,   0.010466 :       OK
741 :   4.393146,   5.930091, -10.021920 |   2.836161,   4.355263,    0.000000 | 9.859573e-04, 6.416003e-04,   0.012978 :       OK
742 :  -3.708114,   0.965198, -25.385986 |  -3.750494,   2.289145,    0.000000 | 2.213343e-03, 3.623876e-03,   0.055340 :       OK
743 :  -2.171865,   2.717483, -48.876590 |  -4.664154,   4.857073,    0.000000 | 3.891568e-04, 3.737580e-04,   0.004582 :       OK
744 :  -2.282413,   0.808074,  29.318593 |  -1.789032,  -0.251729,    0.000000 | 1.791278e-04, 1.267938e-03,   0.040603 :       OK
745 :   0.530524,  -5.716770, -32.616678 |   3.362152,  -5.797645,    0.000000 | 3.775336e-03, 2.187952e-03,   0.037323 :       OK
746 :  -4.712133,   3.766698, -15.461741 |  -4.907005,   4.308045,    0.000000 | 4.061184e-03, 4.626599e-03,   0.054052 :       OK
747 :  -5.357924,  -1.548501,  -7.354131 |  -4.317203,  -0.723299,    0.000000 | 1.666310e-04, 9.899404e-04,   0.013136 :       OK
748 :  -7.554005,  -7.617988, -34.500137 |  -3.398754,  -3.495701,    0.000000 | 1.112410e-03, 1.081601e-03,   0.018221 :       OK
749 :  -4.584709,  -2.539970, -23.332242 |  -3.241934,  -0.692423,    0.000000 | 3.049271e-04, 1.423991e-03,   0.025164 :       OK
750 :  -1.880723,  -2.259854, -43.475983 |  -0.468421,  -1.140306,    0.000000 | 6.217643e-04, 2.557029e-04,   0.031234 :       OK
751 :  -3.914255,  -3.990077,   6.115533 |  -3.620559,  -3.677105,    0.000000 | 3.537474e-04, 3.482886e-04,   0.005521 :       OK
752 :  -2.528304,   1.721638, -38.224699 |  -3.607761,   3.264267,    0.000000 | 2.774092e-03, 3.066372e-03,   0.048725 :       OK
753 :   6.247181,   2.459107, -14.839682 |   4.824213,   0.751675,    0.000000 | 1.087644e-04, 7.031693e-04,   0.008353 :       OK
754 :  -6.801783,   6.729395,   0.498972 |  -5.595579,   5.534987,    0.000000 | 1.925298e-01, 1.947138e-01,   2.028888 :       OK
755 :   1.933517,  -0.661932, -45.881230 |   2.635259,  -2.161524,    0.000000 | 9.663170e-04, 1.177804e-03,   0.025596 :       OK
756 :   2.783471,  -2.805829,   3.613054 |   2.167352,  -2.187112,    0.000000 | 1.292645e-03, 1.280967e-03,   0.033883 :       OK
757 :   5.681669,   2.381438,  -8.811596 |   4.465306,   1.271571,    0.000000 | 3.488685e-04, 1.222260e-03,   0.015680 :       OK
758 :   2.887102,  -3.905306,  42.687831 |   0.447903,  -2.227685,    0.000000 | 1.028151e-03, 2.072857e-04,   0.026441 :       OK
759 :  -3.006209,  -0.309492, -47.993862 |  -3.180851,   1.990289,    0.000000 | 2.757904e-04, 4.413006e-04,   0.007955 :       OK
760 :  -1.610393,  -7.465290,  26.221247 |  -4.413592,  -7.487773,    0.000000 | 9.294467e-01, 1.521729e+01,   5.251677 : Overflow
761 :   4.614583,  -5.851290,  16.258522 |   2.587972,  -3.950885,    0.000000 | 3.062680e-03, 2.005118e-03,   0.044432 :       OK
762 :   0.497381,  -1.413237,   5.261867 |   0.306613,  -1.139671,    0.000000 | 9.569905e-04, 2.579973e-04,   0.048103 :       OK
763 :   1.008462,   5.138196,  43.670067 |   4.665406,   6.264495,    0.000000 | 1.639450e-04, 1.216483e-04,   0.001506 :       OK
764 :  -4.883555,   2.685002,  31.904888 |  -3.391198,   0.207472,    0.000000 | 1.043440e-05, 1.793162e-04,   0.003030 :       OK
765 :  -0.525353,  -4.005793,  29.180439 |  -2.260696,  -3.996154,    0.000000 | 3.141306e-03, 1.775822e-03,   0.045055 :       OK
766 :   0.678369,  -7.494523, -11.405327 |   1.820200,  -6.455227,    0.000000 | 3.102239e-03, 8.731187e-04,   0.027540 :       OK
767 :  -7.681477,   5.935777,  -2.707574 |  -6.613908,   5.232219,    0.000000 | 1.196454e+01, 1.145570e+01,  28.765350 : Overflow
