Vivado Simulator 2020.2
Time resolution is 1 ps
XilinxAXIVIP: Found at Path: tb_top.DUT.design_1_i.axi_vip_0.inst
Test initialized... Waiting for system reset...
System reset completed... Starting test...
Circular vectoring test
---------------------------------------------
Number of tests             : 10000
Number of CORDIC iterations : 30
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
Input constraints           : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,    error ang : overflows (xyz), overflow iteration : Cycle Count
1512 :   0.254316,  -0.671013,   0.000000 |   1.181698,   0.000000,  -69.243132 | 2.036529e+00, 2.625483e-01, 1.171432e+01 : 100,  2 :  57
1513 :  -0.200882,  -0.726635,   0.000000 |   1.241479,   0.000000, -105.453717 | 2.035586e+00, 2.643964e-01, 1.105501e+01 : 100,  2 :  57
1514 :   0.000407,   0.065546,   0.000000 |   0.107940,   0.000000,   89.644561 | 5.124558e-09, 1.396984e-09, 2.878597e-07 : 000, -1 :  84
1515 :  -0.836009,  -0.342380,   0.000000 |   1.487687,   0.000000, -157.728886 | 2.062483e+00, 9.044344e-01, 3.836165e+00 : 100,  1 :  56
1516 :   0.125817,   0.071351,   0.000000 |   0.238189,   0.000000,   29.557447 | 1.192520e-09, 9.313226e-10, 5.199464e-08 : 000, -1 :  84
1517 :   0.102248,   0.176631,   0.000000 |   0.336089,   0.000000,   59.934283 | 3.083141e-09, 4.656613e-10, 1.791705e-07 : 000, -1 :  84
1518 :  -0.282570,  -0.858707,   0.000000 |   1.488679,   0.000000, -108.214549 | 2.059333e+00, 9.945017e-01, 2.203996e-01 : 110,  1 :  56
1519 :  -0.067878,  -0.265355,   0.000000 |   0.451046,   0.000000, -104.348562 | 3.223320e-09, -0.000000e+00, 6.819741e-08 : 000, -1 :  84
1520 :   0.197963,  -0.912960,   0.000000 |   1.538365,   0.000000,  -77.765596 | 2.069943e+00, 8.404642e-01, 6.200545e+00 : 110,  1 :  56
1521 :   0.745121,   0.724549,   0.000000 |   1.711503,   0.000000,   44.198054 | 2.231547e+00, 2.857368e-01, 2.576311e+01 : 100,  1 :  56
1522 :  -0.145339,  -0.413475,   0.000000 |   0.721734,   0.000000, -109.366828 | 1.491554e-09, -0.000000e+00, 1.375682e-07 : 000, -1 :  84
1523 :  -0.355323,   0.169348,   0.000000 |   0.648191,   0.000000,  154.517388 | 2.155316e-09, 4.656613e-10, 6.191755e-08 : 001, -1 :  84
1524 :   0.686340,   0.797102,   0.000000 |   1.732181,   0.000000,   49.270110 | 2.193358e+00, 3.690411e-01, 2.229494e+01 : 100,  1 :  56
1525 :  -0.962470,  -0.825806,   0.000000 |   2.088403,   0.000000, -139.370175 | 2.231796e+00, 2.425263e-01, 2.219488e+01 : 100,  1 :  56
1526 :   0.412540,  -0.298867,   0.000000 |   0.838895,   0.000000,  -35.921646 | 3.722038e-09, 4.656613e-10, 8.263633e-08 : 000, -1 :  84
1527 :  -0.428406,   0.407708,   0.000000 |   0.973900,   0.000000,  136.418055 | 3.199947e-09, 9.313226e-10, 1.461866e-07 : 001, -1 :  84
1528 :  -0.011457,   0.652736,   0.000000 |   1.075066,   0.000000,   91.005575 | 2.005065e+00, 1.802082e-01, 3.731886e+00 : 101,  3 :  58
1529 :  -0.185947,   0.831350,   0.000000 |   1.402861,   0.000000,  102.607739 | 2.062863e+00, 8.632450e-01, 5.827210e+00 : 111,  1 :  56
1530 :   0.469995,   0.094460,   0.000000 |   0.789447,   0.000000,   11.363994 | 2.819380e-09, -0.000000e+00, 1.277591e-07 : 000, -1 :  84
1531 :   0.263453,   0.395584,   0.000000 |   0.782677,   0.000000,   56.337016 | 4.436771e-09, 4.656613e-10, 2.098700e-08 : 000, -1 :  84
1532 :   0.570892,   0.912635,   0.000000 |   1.772713,   0.000000,   57.972287 | 2.118314e+00, 5.999799e-01, 1.359276e+01 : 100,  1 :  56
1533 :   0.789514,   0.921597,   0.000000 |   1.998405,   0.000000,   49.413985 | 2.221253e+00, 2.765274e-01, 2.215107e+01 : 100,  1 :  56
1534 :  -0.241332,  -0.599862,   0.000000 |   1.064776,   0.000000, -111.915568 | 2.028799e+00, 3.069526e-01, 1.055562e+01 : 100,  2 :  57
1535 :   0.094440,   0.887305,   0.000000 |   1.469431,   0.000000,   83.924592 | 2.015756e+00, 4.574475e-01, 1.676703e+00 : 100,  2 :  57
1536 :  -0.769849,  -0.704668,   0.000000 |   1.718656,   0.000000, -137.531113 | 2.211549e+00, 3.279227e-01, 2.403394e+01 : 100,  1 :  56
1537 :  -0.710545,  -0.663588,   0.000000 |   1.601024,   0.000000, -136.957155 | 2.203412e+00, 3.598903e-01, 2.460790e+01 : 100,  1 :  56
1538 :   0.612125,   0.865934,   0.000000 |   1.746295,   0.000000,   54.743663 | 2.141332e+00, 5.147790e-01, 1.682139e+01 : 100,  1 :  56
1539 :  -0.819678,  -0.370734,   0.000000 |   1.481459,   0.000000, -155.663115 | 2.066574e+00, 8.537376e-01, 5.901936e+00 : 100,  1 :  56
1540 :  -0.269752,   0.506542,   0.000000 |   0.945061,   0.000000,  118.036877 | 4.339561e-09, 4.656613e-10, 1.842964e-07 : 001, -1 :  84
1541 :   0.355605,  -0.745743,   0.000000 |   1.360534,   0.000000,  -64.506024 | 2.064117e+00, 8.394642e-01, 7.059027e+00 : 100,  1 :  56
1542 :   0.290084,  -0.181403,   0.000000 |   0.563413,   0.000000,  -32.019606 | 3.968212e-09, 4.656613e-10, 1.510964e-07 : 000, -1 :  84
1543 :   0.671407,  -0.581479,   0.000000 |   1.462659,   0.000000,  -40.894523 | 2.164808e+00, 4.634852e-01, 2.245957e+01 : 100,  1 :  56
1544 :  -0.186007,   0.641507,   0.000000 |   1.099920,   0.000000,  106.169716 | 2.034220e+00, 2.779264e-01, 1.177101e+01 : 101,  2 :  57
1545 :   0.226348,  -0.363322,   0.000000 |   0.704915,   0.000000,  -58.077271 | 1.819770e-09, 9.313226e-10, 4.329750e-08 : 000, -1 :  84
1546 :  -0.322373,   0.003698,   0.000000 |   0.530906,   0.000000,  179.342738 | 4.194915e-09, -0.000000e+00, 4.972614e-08 : 001, -1 :  84
1547 :  -0.579478,   0.036378,   0.000000 |   0.956139,   0.000000,  176.407818 | 1.093184e-09, 1.396984e-09, 1.340472e-07 : 001, -1 :  84
1548 :   0.589794,   0.462338,   0.000000 |   1.234096,   0.000000,   38.092795 | 2.118236e+00, 6.013902e-01, 1.965785e+01 : 100,  1 :  56
1549 :  -0.807806,  -0.400608,   0.000000 |   1.484861,   0.000000, -153.622206 | 2.072847e+00, 8.029905e-01, 7.942846e+00 : 100,  1 :  56
1550 :   0.359420,   0.800476,   0.000000 |   1.444974,   0.000000,   65.819507 | 2.064550e+00, 8.611071e-01, 5.745544e+00 : 100,  1 :  56
1551 :   0.025975,   0.056991,   0.000000 |   0.103139,   0.000000,   65.497651 | 2.200452e-09, 4.656613e-10, 7.929063e-07 : 000, -1 :  84
1552 :   0.293382,  -0.449640,   0.000000 |   0.884126,   0.000000,  -56.876295 | 5.208276e-09, -0.000000e+00, 1.319249e-07 : 000, -1 :  84
1553 :  -0.173758,   0.658386,   0.000000 |   1.121327,   0.000000,  104.784154 | 2.029730e+00, 2.999409e-01, 1.038545e+01 : 101,  2 :  57
1554 :   0.068936,  -0.688323,   0.000000 |   1.139173,   0.000000,  -84.280876 | 2.012031e+00, 4.740197e-01, 1.320418e+00 : 100,  2 :  57
1555 :   0.249527,   0.530954,   0.000000 |   0.966096,   0.000000,   64.828389 | 3.094107e-09, 4.656613e-10, 1.597979e-07 : 000, -1 :  84
1556 :   0.424523,  -0.666542,   0.000000 |   1.301355,   0.000000,  -57.506829 | 2.089281e+00, 6.964873e-01, 1.405822e+01 : 100,  1 :  56
1557 :   0.589655,   0.851012,   0.000000 |   1.704945,   0.000000,   55.282419 | 2.133600e+00, 5.410236e-01, 1.628263e+01 : 100,  1 :  56
1558 :   0.512666,  -0.671592,   0.000000 |   1.391354,   0.000000,  -52.643336 | 2.127633e+00, 5.667964e-01, 1.892172e+01 : 100,  1 :  56
1559 :  -0.190642,   0.543895,   0.000000 |   0.949091,   0.000000,  109.316183 | 2.580684e-09, 9.313226e-10, 1.982425e-07 : 001, -1 :  84
1560 :   0.258741,   0.988415,   0.000000 |   1.682527,   0.000000,   75.330621 | 2.070534e+00, 8.939044e-01, 3.765570e+00 : 110,  1 :  56
1561 :   0.812126,   0.732074,   0.000000 |   1.800536,   0.000000,   42.032386 | 2.216309e+00, 3.079529e-01, 2.359744e+01 : 100,  1 :  56
1562 :  -0.430654,  -0.830031,   0.000000 |   1.539888,   0.000000, -117.422104 | 2.079514e+00, 7.690351e-01, 8.987156e+00 : 100,  1 :  56
1563 :   0.548041,   0.650071,   0.000000 |   1.400174,   0.000000,   49.867496 | 2.151047e+00, 5.029736e-01, 2.169756e+01 : 100,  1 :  56
1564 :  -0.265963,   0.218261,   0.000000 |   0.566576,   0.000000,  140.626144 | 3.664284e-09, 4.656613e-10, 2.039015e-07 : 001, -1 :  84
1565 :  -0.952652,  -0.755073,   0.000000 |   2.001801,   0.000000, -141.599639 | 2.195286e+00, 3.437170e-01, 1.996541e+01 : 100,  1 :  56
1566 :  -0.135829,   0.398703,   0.000000 |   0.693623,   0.000000,  108.812826 | 4.384372e-09, 1.396984e-09, 1.227227e-07 : 001, -1 :  84
1567 :  -0.024494,   0.180960,   0.000000 |   0.300715,   0.000000,   97.708560 | 3.340435e-09, 4.656613e-10, 2.467496e-07 : 001, -1 :  84
1568 :   0.712605,   0.904615,   0.000000 |   1.896374,   0.000000,   51.770924 | 2.183150e+00, 3.833995e-01, 1.979413e+01 : 100,  1 :  56
1569 :   0.803479,  -0.532428,   0.000000 |   1.587274,   0.000000,  -33.530577 | 2.115841e+00, 6.030975e-01, 1.509563e+01 : 100,  1 :  56
1570 :  -0.281987,  -0.590161,   0.000000 |   1.077095,   0.000000, -115.539153 | 2.018885e+00, 3.713421e-01, 6.932039e+00 : 100,  2 :  57
1571 :   0.187008,   0.428856,   0.000000 |   0.770447,   0.000000,   66.439805 | 3.161252e-10, 9.313226e-10, 8.376377e-08 : 000, -1 :  84
1572 :   0.617551,  -0.364973,   0.000000 |   1.181285,   0.000000,  -30.583117 | 2.012801e+00, 4.614808e-01, 1.888076e+00 : 100,  2 :  57
1573 :  -0.351384,   0.233744,   0.000000 |   0.694978,   0.000000,  146.367742 | 7.393143e-10, 9.313226e-10, 3.589156e-08 : 001, -1 :  84
1574 :   0.471643,  -0.103662,   0.000000 |   0.795222,   0.000000,  -12.395879 | 4.127449e-09, 1.396984e-09, 8.484173e-08 : 000, -1 :  84
1575 :   0.156101,  -0.294539,   0.000000 |   0.548944,   0.000000,  -62.077202 | 1.937645e-09, 9.313226e-10, 2.546931e-07 : 000, -1 :  84
1576 :   0.444615,  -0.894675,   0.000000 |   1.645216,   0.000000,  -63.574597 | 2.080896e+00, 7.804149e-01, 7.990454e+00 : 100,  1 :  56
1577 :  -0.308740,  -0.370989,   0.000000 |   0.794812,   0.000000, -129.767516 | 2.678497e-10, 4.656613e-10, 3.240711e-07 : 000, -1 :  84
1578 :   0.184949,   0.188730,   0.000000 |   0.435147,   0.000000,   45.579839 | 3.308836e-09, -0.000000e+00, 6.458606e-09 : 000, -1 :  84
1579 :  -0.597398,   0.275481,   0.000000 |   1.083331,   0.000000,  155.243974 | 2.020863e+00, 3.560622e-01, 7.715166e+00 : 101,  2 :  57
1580 :  -0.851114,   0.396958,   0.000000 |   1.546527,   0.000000,  154.995766 | 2.071377e+00, 8.301207e-01, 6.569285e+00 : 101,  1 :  56
1581 :  -0.564213,   0.361866,   0.000000 |   1.103800,   0.000000,  147.325330 | 2.011375e+00, 5.038796e-01, 2.034776e-01 : 101,  2 :  57
1582 :  -0.288849,  -0.530034,   0.000000 |   0.994035,   0.000000, -118.588737 | 3.299687e-09, 4.656613e-10, 1.972095e-07 : 000, -1 :  84
1583 :  -0.964439,  -0.834782,   0.000000 |   2.100510,   0.000000, -139.121758 | 2.236460e+00, 2.300459e-01, 2.244329e+01 : 100,  1 :  56
1584 :   0.406523,   0.129335,   0.000000 |   0.702510,   0.000000,   17.648402 | 2.486894e-09, 9.313226e-10, 2.267425e-08 : 000, -1 :  84
1585 :  -0.987085,  -0.990181,   0.000000 |   2.302402,   0.000000, -134.910277 | 2.323587e+00, 1.446307e-02, 2.647533e+01 : 100,  1 :  56
1586 :  -0.853974,   0.865253,   0.000000 |   2.001972,   0.000000,  134.624097 | 2.277105e+00, 1.516659e-01, 2.618915e+01 : 101,  1 :  56
1587 :   0.171233,   0.846165,   0.000000 |   1.421676,   0.000000,   78.559939 | 2.066812e+00, 8.337663e-01, 6.994888e+00 : 110,  1 :  56
1588 :  -0.248527,   0.487177,   0.000000 |   0.900624,   0.000000,  117.027803 | 3.835561e-09, 9.313226e-10, 2.025615e-07 : 001, -1 :  84
1589 :   0.785174,  -0.859508,   0.000000 |   1.917080,   0.000000,  -47.587818 | 2.235232e+00, 2.519934e-01, 2.397723e+01 : 100,  1 :  56
1590 :   0.652122,  -0.593092,   0.000000 |   1.451600,   0.000000,  -42.285883 | 2.176870e+00, 4.364232e-01, 2.385093e+01 : 100,  1 :  56
1591 :  -0.273961,  -0.206401,   0.000000 |   0.564855,   0.000000, -143.005796 | 4.082388e-09, 4.656613e-10, 2.932107e-07 : 000, -1 :  84
1592 :   0.087190,   0.122853,   0.000000 |   0.248082,   0.000000,   54.636249 | 7.561249e-10, 4.656613e-10, 4.832956e-07 : 000, -1 :  84
1593 :  -0.672627,   0.307717,   0.000000 |   1.218065,   0.000000,  155.416638 | 2.023950e+00, 3.345614e-01, 7.887831e+00 : 101,  2 :  57
1594 :  -0.342022,   0.874193,   0.000000 |   1.545844,   0.000000,  111.367579 | 2.063544e+00, 9.240636e-01, 2.932630e+00 : 101,  1 :  56
1595 :  -0.415455,   0.920176,   0.000000 |   1.662597,   0.000000,  114.298958 | 2.074606e+00, 8.369052e-01, 5.864009e+00 : 101,  1 :  56
1596 :  -0.426647,  -0.066270,   0.000000 |   0.711010,   0.000000, -171.170938 | 3.298314e-09, 4.656613e-10, 2.769937e-07 : 000, -1 :  84
1597 :   0.782072,   0.922620,   0.000000 |   1.991740,   0.000000,   49.713246 | 2.216773e+00, 2.882017e-01, 2.185181e+01 : 100,  1 :  56
1598 :   0.432343,  -0.491839,   0.000000 |   1.078379,   0.000000,  -48.683436 | 2.003285e+00, 2.822903e-01, 1.720355e+00 : 100,  3 :  58
1599 :  -0.857579,  -0.115480,   0.000000 |   1.424973,   0.000000, -172.330782 | 2.016972e+00, 4.195422e-01, 3.270513e+00 : 100,  2 :  57
1600 :  -0.112413,  -0.285488,   0.000000 |   0.505264,   0.000000, -111.492438 | 1.687673e-09, 4.656613e-10, 6.200830e-08 : 000, -1 :  84
1601 :  -0.409952,   0.999726,   0.000000 |   1.779349,   0.000000,  112.296794 | 2.074784e+00, 8.849348e-01, 3.861845e+00 : 101,  1 :  56
1602 :   0.033396,   0.601504,   0.000000 |   0.992058,   0.000000,   86.822162 | 3.655188e-09, 1.396984e-09, 1.350580e-07 : 000, -1 :  84
1603 :  -0.775583,  -0.725175,   0.000000 |   1.748521,   0.000000, -136.923726 | 2.222559e+00, 3.000286e-01, 2.464132e+01 : 100,  1 :  56
1604 :   0.862177,  -0.315415,   0.000000 |   1.511826,   0.000000,  -20.094303 | 2.060853e+00, 9.579663e-01, 1.659355e+00 : 100,  1 :  56
1605 :   0.595764,   0.778043,   0.000000 |   1.613729,   0.000000,   52.557972 | 2.148782e+00, 4.953761e-01, 1.900708e+01 : 100,  1 :  56
1606 :   0.632961,  -0.036610,   0.000000 |   1.044077,   0.000000,   -3.310237 | 2.008486e+00, 1.404870e-01, 6.036548e+00 : 100,  3 :  58
1607 :  -0.622672,   0.667442,   0.000000 |   1.503158,   0.000000,  133.012508 | 2.190660e+00, 3.997131e-01, 2.457756e+01 : 101,  1 :  56
1608 :  -0.504207,   0.890364,   0.000000 |   1.684993,   0.000000,  119.522596 | 2.097343e+00, 6.888710e-01, 1.108765e+01 : 101,  1 :  56
1609 :   0.527838,  -0.782837,   0.000000 |   1.554813,   0.000000,  -56.009678 | 2.116638e+00, 5.996617e-01, 1.555537e+01 : 100,  1 :  56
1610 :   0.215730,   0.259314,   0.000000 |   0.555482,   0.000000,   50.242010 | 4.846916e-09, 4.656613e-10, 8.946785e-08 : 000, -1 :  84
1611 :   0.537963,   0.560474,   0.000000 |   1.279328,   0.000000,   46.174012 | 2.169635e+00, 4.732919e-01, 2.539104e+01 : 100,  1 :  56
1612 :  -0.659797,   0.482631,   0.000000 |   1.346185,   0.000000,  143.815099 | 2.115174e+00, 6.059514e-01, 1.774995e+01 : 101,  1 :  56
1613 :   0.854513,   0.368352,   0.000000 |   1.532351,   0.000000,   23.319229 | 2.066405e+00, 8.747293e-01, 4.884280e+00 : 100,  1 :  56
1614 :  -0.346520,   0.225935,   0.000000 |   0.681214,   0.000000,  146.895175 | 5.022096e-09, 9.313226e-10, 1.528332e-07 : 001, -1 :  84
1615 :  -0.923885,   0.182372,   0.000000 |   1.550775,   0.000000,  168.833522 | 2.073762e+00, 8.116163e-01, 7.268470e+00 : 111,  1 :  56
1616 :   0.261997,  -0.131115,   0.000000 |   0.482457,   0.000000,  -26.585392 | 2.604884e-10, -0.000000e+00, 1.726915e-07 : 000, -1 :  84
1617 :   0.014125,  -0.379357,   0.000000 |   0.625143,   0.000000,  -87.867562 | 2.597637e-09, 4.656613e-10, 1.756920e-07 : 000, -1 :  84
1618 :   0.154292,   0.760924,   0.000000 |   1.278559,   0.000000,   78.537595 | 2.022772e+00, 3.443913e-01, 7.063699e+00 : 100,  2 :  57
1619 :   0.212529,  -0.824471,   0.000000 |   1.402090,   0.000000,  -75.545181 | 2.059118e+00, 9.065583e-01, 3.980130e+00 : 110,  1 :  56
1620 :   0.579301,  -0.259320,   0.000000 |   1.045189,   0.000000,  -24.115322 | 2.002955e+00, 2.723932e-01, 1.230854e+00 : 100,  3 :  58
1621 :  -0.979429,  -0.178067,   0.000000 |   1.639324,   0.000000, -169.695781 | 2.081147e+00, 7.773859e-01, 8.130730e+00 : 110,  1 :  56
1622 :  -0.913233,  -0.112195,   0.000000 |   1.515183,   0.000000, -172.996061 | 2.089236e+00, 7.116754e-01, 1.143101e+01 : 110,  1 :  56
1623 :   0.811872,  -0.845132,   0.000000 |   1.929862,   0.000000,  -46.149903 | 2.256229e+00, 2.047580e-01, 2.541515e+01 : 100,  1 :  56
1624 :  -0.426501,  -0.024027,   0.000000 |   0.703459,   0.000000, -176.775612 | 3.204496e-09, -0.000000e+00, 8.687877e-08 : 001, -1 :  84
1625 :   0.443778,  -0.724925,   0.000000 |   1.399702,   0.000000,  -58.526229 | 2.090426e+00, 6.967953e-01, 1.303882e+01 : 100,  1 :  56
1626 :   0.179250,   0.595804,   0.000000 |   1.024587,   0.000000,   73.255878 | 2.001088e+00, 1.543767e-01, 1.644066e+00 : 100,  4 :  59
1627 :  -0.449302,  -0.858556,   0.000000 |   1.595736,   0.000000, -117.624092 | 2.083251e+00, 7.553249e-01, 9.189143e+00 : 100,  1 :  56
1628 :   0.375949,   0.416464,   0.000000 |   0.923920,   0.000000,   47.926917 | 3.513218e-09, 1.396984e-09, 1.551651e-07 : 000, -1 :  84
1629 :   0.765171,  -0.391028,   0.000000 |   1.415055,   0.000000,  -27.068516 | 2.071784e+00, 7.960443e-01, 8.633567e+00 : 100,  1 :  56
1630 :   0.094045,  -0.445316,   0.000000 |   0.749503,   0.000000,  -78.075145 | 4.013457e-09, 4.656613e-10, 2.948671e-08 : 000, -1 :  84
1631 :   0.460422,   0.871031,   0.000000 |   1.622442,   0.000000,   62.139335 | 2.085684e+00, 7.448827e-01, 9.425716e+00 : 100,  1 :  56
1632 :  -0.770294,   0.519946,   0.000000 |   1.530422,   0.000000,  145.980799 | 2.115007e+00, 6.052285e-01, 1.558425e+01 : 101,  1 :  56
1633 :   0.108146,  -0.475331,   0.000000 |   0.802759,   0.000000,  -77.182391 | 4.055281e-09, 9.313226e-10, 3.891866e-08 : 000, -1 :  84
1634 :  -0.623366,   0.704598,   0.000000 |   1.549219,   0.000000,  131.499577 | 2.180639e+00, 4.172495e-01, 2.306463e+01 : 101,  1 :  56
1635 :  -0.154715,  -0.022280,   0.000000 |   0.257407,   0.000000, -171.805321 | 2.567213e-09, 4.656613e-10, 2.574708e-08 : 000, -1 :  84
1636 :  -0.873765,  -0.112361,   0.000000 |   1.450730,   0.000000, -172.672346 | 2.016816e+00, 4.266347e-01, 2.928949e+00 : 100,  2 :  57
1637 :  -0.656468,   0.416450,   0.000000 |   1.280223,   0.000000,  147.609769 | 2.087296e+00, 7.035586e-01, 1.395528e+01 : 101,  1 :  56
1638 :  -0.220102,  -0.279075,   0.000000 |   0.585302,   0.000000, -128.262380 | 2.033095e-09, -0.000000e+00, 2.162102e-08 : 000, -1 :  84
1639 :   0.575324,  -0.947490,   0.000000 |   1.825406,   0.000000,  -58.733501 | 2.116509e+00, 6.107585e-01, 1.283155e+01 : 100,  1 :  56
1640 :  -0.182865,  -0.333455,   0.000000 |   0.626272,   0.000000, -118.740156 | 2.976392e-09, 9.313226e-10, 3.614159e-07 : 000, -1 :  84
1641 :   0.570066,  -0.132071,   0.000000 |   0.963626,   0.000000,  -13.043988 | 5.150882e-09, 9.313226e-10, 1.404801e-07 : 000, -1 :  84
1642 :  -0.036668,  -0.645879,   0.000000 |   1.065321,   0.000000,  -93.249337 | 2.008540e+00, 1.393819e-01, 5.975648e+00 : 100,  3 :  58
1643 :  -0.245659,   0.576904,   0.000000 |   1.032569,   0.000000,  113.065386 | 2.003497e+00, 2.909862e-01, 2.280790e+00 : 101,  3 :  58
1644 :   0.200855,   0.826782,   0.000000 |   1.401112,   0.000000,   76.345323 | 2.060512e+00, 8.878915e-01, 4.780271e+00 : 110,  1 :  56
1645 :   0.969857,  -0.976855,   0.000000 |   2.266835,   0.000000,  -45.205974 | 2.316624e+00, 3.364218e-02, 2.635908e+01 : 100,  1 :  56
1646 :  -0.432732,  -0.355445,   0.000000 |   0.922182,   0.000000, -140.600386 | 2.997192e-09, -0.000000e+00, 3.860242e-08 : 000, -1 :  84
1647 :  -0.237129,  -0.268498,   0.000000 |   0.589902,   0.000000, -131.449907 | 2.053934e-09, 9.313226e-10, 2.438543e-07 : 000, -1 :  84
1648 :  -0.915587,  -0.686067,   0.000000 |   1.884074,   0.000000, -143.155077 | 2.167661e+00, 4.286932e-01, 1.840997e+01 : 100,  1 :  56
1649 :   0.038858,  -0.167344,   0.000000 |   0.282908,   0.000000,  -76.927511 | 3.063845e-09, 4.656613e-10, 2.051880e-07 : 000, -1 :  84
1650 :  -0.337908,  -0.987640,   0.000000 |   1.718965,   0.000000, -108.887713 | 2.068550e+00, 9.869578e-01, 4.527640e-01 : 100,  1 :  56
1651 :   0.676151,  -0.920408,   0.000000 |   1.880721,   0.000000,  -53.698205 | 2.162033e+00, 4.459769e-01, 1.786685e+01 : 100,  1 :  56
1652 :   0.320116,   0.076390,   0.000000 |   0.541956,   0.000000,   13.421680 | 2.072392e-09, 4.656613e-10, 1.702491e-07 : 000, -1 :  84
1653 :   0.192332,   0.174631,   0.000000 |   0.427802,   0.000000,   42.238372 | 1.636755e-09, -0.000000e+00, 2.405405e-07 : 000, -1 :  84
1654 :  -0.427540,   0.222272,   0.000000 |   0.793518,   0.000000,  152.530760 | 6.834284e-10, 4.656613e-10, 3.588441e-07 : 001, -1 :  84
1655 :   0.057090,  -0.874251,   0.000000 |   1.442749,   0.000000,  -86.263804 | 2.014954e+00, 5.165103e-01, 6.625094e-01 : 100,  2 :  57
1656 :   0.317277,  -0.032304,   0.000000 |   0.525180,   0.000000,   -5.813696 | 2.741692e-09, 4.656613e-10, 3.060481e-07 : 000, -1 :  84
1657 :   0.745325,   0.850948,   0.000000 |   1.862821,   0.000000,   48.785633 | 2.213737e+00, 3.074859e-01, 2.277942e+01 : 100,  1 :  56
1658 :   0.076521,  -0.776526,   0.000000 |   1.284946,   0.000000,  -84.372066 | 2.013526e+00, 4.727187e-01, 1.229229e+00 : 100,  2 :  57
1659 :   0.124235,   0.749424,   0.000000 |   1.250964,   0.000000,   80.587460 | 2.017621e+00, 3.917964e-01, 5.013834e+00 : 100,  2 :  57
1660 :  -0.071066,  -0.476114,   0.000000 |   0.792731,   0.000000,  -98.489443 | 2.646021e-09, -0.000000e+00, 3.276404e-08 : 000, -1 :  84
1661 :  -0.731870,   0.458281,   0.000000 |   1.421999,   0.000000,  147.946121 | 2.095054e+00, 6.785140e-01, 1.361893e+01 : 101,  1 :  56
1662 :   0.980134,   0.864444,   0.000000 |   2.152113,   0.000000,   41.411178 | 2.249689e+00, 1.934004e-01, 2.297623e+01 : 100,  1 :  56
1663 :   0.294742,  -0.486459,   0.000000 |   0.936651,   0.000000,  -58.788651 | 4.667584e-09, 1.862645e-09, 2.688359e-07 : 000, -1 :  84
1664 :   0.713571,  -0.384162,   0.000000 |   1.334551,   0.000000,  -28.296480 | 2.072113e+00, 7.805427e-01, 9.861531e+00 : 100,  1 :  56
1665 :   0.316758,   0.134200,   0.000000 |   0.566508,   0.000000,   22.960830 | 3.611400e-09, 4.656613e-10, 1.104972e-07 : 000, -1 :  84
1666 :  -0.933914,  -0.517206,   0.000000 |   1.758025,   0.000000, -151.022123 | 2.098551e+00, 6.911485e-01, 1.054293e+01 : 100,  1 :  56
1667 :  -0.897655,  -0.151912,   0.000000 |   1.499241,   0.000000, -170.394720 | 2.076802e+00, 7.790405e-01, 8.829669e+00 : 110,  1 :  56
