Vivado Simulator 2020.2
Time resolution is 1 ps
XilinxAXIVIP: Found at Path: tb_top.DUT.design_1_i.axi_vip_0.inst
Test initialized... Waiting for system reset...
System reset completed... Starting test...
Circular rotation test
---------------------------------------------
Number of tests             : 10000
Number of CORDIC iterations : 30
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
Input constraints           : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,    error ang : overflows (xyz), overflow iteration : Cycle Count
1707 :  -0.890132,  -0.517023, -47.026919 |  -1.622149,   0.492143,    0.000000 | 2.401549e+00, 4.154568e-01, 2.453813e+01 : 100,  1 :  56
1708 :   0.972816,  -0.628383,  35.220134 |   1.905524,   0.078532,    0.000000 | 2.132109e+00, 4.653010e-01, 1.678518e+01 : 100,  1 :  56
1709 :   0.532677,  -0.581501,  50.977105 |   1.296255,   0.078554,    0.000000 | 2.157665e+00, 5.702901e-01, 2.058795e+01 : 100,  1 :  56
1710 :   0.746240,   0.056945, -157.853920 |  -1.102869,  -0.550106,    0.000000 | 1.266155e-01, 3.188465e-01, 1.032511e+01 : 100,  2 :  57
1711 :   0.817170,  -0.934982, -47.965950 |  -0.242569,  -2.030436,    0.000000 | 2.486814e-01, 2.337190e+00, 2.359910e+01 : 010,  1 :  56
1712 :   0.651749,  -0.378491,   2.221020 |   1.096623,  -0.581221,    0.000000 | 1.929754e+00, 1.339359e+00, 1.621393e+01 : 100,  1 :  56
1713 :   0.229374,   0.610766, 174.734287 |  -0.468435,  -0.966875,    0.000000 | 4.367848e-09, 2.606652e-09, -0.000000e+00 : 000, -1 :  84
1714 :   0.437516,   0.761994,  22.834893 |   0.177050,   1.436080,    0.000000 | 9.017732e-01, 2.074331e+00, 4.399944e+00 : 010,  1 :  56
1715 :   0.105640,   0.415532,  61.289063 |  -0.516581,   0.481298,    0.000000 | 1.230811e-09, 8.392554e-10, 8.381903e-08 : 000, -1 :  84
1716 :  -0.385572,   0.930335, -134.060706 |   1.542481,  -0.609137,    0.000000 | 1.954193e+00, 2.776726e-01, 2.562576e+01 : 100,  1 :  56
1717 :   0.660994,   0.173313,  96.421113 |  -0.405347,   1.049752,    0.000000 | 1.595327e-01, 2.042833e+00, 5.102609e+00 : 010,  3 :  58
1718 :   0.372669,  -0.124955, -96.976437 |  -0.278788,  -0.584160,    0.000000 | 2.441015e-09, 1.066110e-09, -0.000000e+00 : 000, -1 :  84
1719 :   0.517434,   0.623637,  -9.023832 |   1.002620,   0.880624,    0.000000 | 1.914651e+00, 1.203885e+00, 9.411117e+00 : 100,  1 :  56
1720 :  -0.615376,   0.558242, -146.040440 |   1.354050,  -0.196409,    0.000000 | 2.151865e+00, 6.667341e-01, 1.552461e+01 : 100,  1 :  56
1721 :  -0.160876,   0.451451, -136.458473 |   0.704172,  -0.356394,    0.000000 | 3.150238e-09, 3.603647e-09, 8.381903e-08 : 000, -1 :  84
1722 :   0.604703,   0.182993, -156.588003 |  -0.794081,  -0.672208,    0.000000 | 4.927140e-09, 4.407142e-09, 8.381903e-08 : 000, -1 :  84
1723 :   0.568881,   0.036960, 136.131887 |  -0.717560,   0.605332,    0.000000 | 2.082445e-11, 1.575872e-09, 8.381903e-08 : 000, -1 :  84
1724 :   0.057539,   0.141777,  69.252649 |  -0.184767,   0.171315,    0.000000 | 1.020291e-10, 2.257112e-09, -0.000000e+00 : 000, -1 :  84
1725 :  -0.616623,   0.441392,  88.086694 |  -0.760364,  -0.990596,    0.000000 | 2.100355e-01, 1.286358e+00, 1.652164e+01 : 100,  1 :  56
1726 :   0.314997,   0.538643, -90.278810 |   0.884481,  -0.523035,    0.000000 | 3.950591e-09, 4.990545e-09, 8.381903e-08 : 000, -1 :  84
1727 :   0.498166,  -0.182580, -116.775520 |  -0.637997,  -0.596951,    0.000000 | 2.274983e-09, 2.344686e-09, 8.381903e-08 : 000, -1 :  84
1728 :  -0.725457,  -0.579922, -112.556383 |  -0.423678,   1.469593,    0.000000 | 9.165234e-01, 2.091447e+00, 4.121434e+00 : 010,  1 :  56
1729 :   0.232937,   0.688810, -103.492103 |   1.013505,  -0.637651,    0.000000 | 1.981383e+00, 2.867525e-01, 1.968381e+00 : 100,  3 :  58
1730 :   0.341758,   0.847648,  26.348029 |  -0.115193,   1.500642,    0.000000 | 7.959947e-01, 2.058292e+00, 7.913080e+00 : 010,  1 :  56
1731 :   0.167306,  -0.372126, -64.501834 |  -0.434511,  -0.512478,    0.000000 | 4.624177e-09, 3.681988e-09, -0.000000e+00 : 000, -1 :  84
1732 :  -0.436862,   0.334119, -130.490407 |   0.885573,   0.189854,    0.000000 | 1.552400e-10, 3.020737e-09, -0.000000e+00 : 000, -1 :  84
1733 :   0.653031,   0.146385, 116.213457 |  -0.691284,   0.858306,    0.000000 | 9.313081e-10, 6.492651e-10, 8.381903e-08 : 000, -1 :  84
1734 :  -0.973189,   0.819120, -40.487435 |  -0.343049,   2.066443,    0.000000 | 2.928265e-01, 2.351169e+00, 2.205249e+01 : 010,  1 :  56
1735 :   0.274675,  -0.519126,  90.153369 |   0.853662,   0.454610,    0.000000 | 2.685570e-09, 3.993553e-09, -0.000000e+00 : 000, -1 :  84
1736 :  -0.676596,   0.155250, 165.532206 |   1.014986,  -0.525917,    0.000000 | 1.977030e+00, 3.040535e-01, 2.944072e+00 : 100,  3 :  58
1737 :  -0.557431,   0.771579,  26.713539 |  -1.391153,   0.722339,    0.000000 | 2.169217e+00, 8.436863e-01, 8.278590e+00 : 100,  1 :  56
1738 :   0.412021,  -0.113836, -99.478230 |  -0.296632,  -0.638368,    0.000000 | 4.144528e-10, 1.298743e-09, -0.000000e+00 : 000, -1 :  84
1739 :   0.534325,  -0.719222,  10.487589 |   1.080791,  -1.004437,    0.000000 | 1.919692e+00, 1.192767e+00, 7.947360e+00 : 100,  1 :  56
1740 :   0.242190,  -0.200719,  95.129489 |   0.293554,   0.426784,    0.000000 | 1.125221e-09, 4.178254e-10, 8.381903e-08 : 000, -1 :  84
1741 :   0.749210,  -0.854099,  33.538624 |   1.805451,  -0.490678,    0.000000 | 2.254587e+00, 5.841339e-01, 1.510368e+01 : 100,  1 :  56
1742 :  -0.683444,  -0.797421, 169.776319 |   1.340673,   1.092550,    0.000000 | 1.916797e+00, 1.238141e+00, 8.211268e+00 : 100,  1 :  56
1743 :  -0.021644,  -0.909525,   6.122840 |   0.124314,  -1.493027,    0.000000 | 4.542055e-01, 2.012344e+00, 1.724135e+00 : 010,  2 :  57
1744 :  -0.583721,   0.982372, -99.806962 |   1.757821,   0.671654,    0.000000 | 1.992402e+00, 1.287260e+00, 8.627987e+00 : 100,  1 :  56
1745 :   0.398093,  -0.103097, -146.943465 |  -0.642057,  -0.215294,    0.000000 | 9.683698e-11, 2.335824e-09, 8.381903e-08 : 000, -1 :  84
1746 :  -0.673730,   0.121987, -87.856368 |   0.159244,   1.116210,    0.000000 | 5.452307e-01, 2.006150e+00, 2.255073e+00 : 010,  2 :  57
1747 :   0.038580,   0.653970, -175.556674 |   0.020092,  -1.078617,    0.000000 | 4.989617e-01, 2.011093e+00, 4.462106e-02 : 010,  2 :  57
1748 :  -0.034207,  -0.625042, 175.554442 |   0.135943,   1.021831,    0.000000 | 1.257999e-01, 2.712843e-02, 7.078164e+00 : 010,  3 :  58
1749 :  -0.859500,  -0.795836,  66.312605 |   0.631511,  -1.822654,    0.000000 | 8.675066e-01, 2.135486e+00, 5.252446e+00 : 010,  1 :  56
1750 :  -0.773559,  -0.934373, -35.675852 |  -1.932159,  -0.507004,    0.000000 | 2.304635e+00, 4.922246e-01, 1.724090e+01 : 100,  1 :  56
1751 :   0.563729,   0.206072, -153.630449 |  -0.681007,  -0.716366,    0.000000 | 4.615901e-09, 3.815870e-09, 8.381903e-08 : 000, -1 :  84
1752 :  -0.580920,   0.409980, 153.206145 |   0.549586,  -1.033885,    0.000000 | 2.255498e-01, 2.016863e+00, 1.447679e+00 : 010,  3 :  58
1753 :  -0.271320,   0.170500,  50.018505 |  -0.502230,  -0.161953,    0.000000 | 6.780871e-10, 2.431869e-09, 8.381903e-08 : 000, -1 :  84
1754 :   0.909123,   0.185080, -135.166292 |  -0.846796,  -1.271676,    0.000000 | 5.756514e-01, 5.394949e-01, 2.639876e+01 : 010,  1 :  56
1755 :   0.428472,   0.100450, -10.406994 |   0.723864,   0.035238,    0.000000 | 3.530679e-10, 1.467381e-09, 8.381903e-08 : 000, -1 :  84
1756 :   0.650334,  -0.098345, -114.297244 |  -0.588268,  -0.909445,    0.000000 | 2.339931e-09, 2.094184e-09, 8.381903e-08 : 000, -1 :  84
1757 :   0.223101,  -0.660328, -37.185528 |  -0.364527,  -1.088366,    0.000000 | 5.935040e-01, 1.985202e+00, 4.714336e+00 : 010,  2 :  57
1758 :  -0.713653,   0.726154, 127.229055 |  -0.241117,  -1.659197,    0.000000 | 5.087119e-01, 2.225641e+00, 1.879411e+01 : 010,  1 :  56
1759 :  -0.109538,   0.287292, 172.397203 |   0.116204,  -0.492808,    0.000000 | 3.807623e-10, 9.970380e-11, 8.381903e-08 : 000, -1 :  84
1760 :  -0.348794,  -0.868947, 124.366386 |   1.505396,   0.333626,    0.000000 | 2.027578e+00, 5.776563e-01, 1.593144e+01 : 100,  1 :  56
1761 :  -0.561624,  -0.858187, -25.069924 |  -1.436550,  -0.888204,    0.000000 | 2.165020e+00, 8.817359e-01, 6.634975e+00 : 100,  1 :  56
1762 :   0.240448,  -0.499796, -72.800161 |  -0.669149,  -0.621631,    0.000000 | 5.195786e-09, 5.378694e-09, -0.000000e+00 : 000, -1 :  84
1763 :  -0.648306,   0.171827, -18.810935 |  -0.919342,   0.612089,    0.000000 | 1.499556e-11, 5.662092e-09, 8.381903e-08 : 000, -1 :  84
1764 :  -0.082359,  -0.445287,  77.921979 |   0.688671,  -0.286057,    0.000000 | 1.329559e-10, 2.500203e-09, -0.000000e+00 : 000, -1 :  84
1765 :  -0.065897,   0.547852, -80.631998 |   0.872485,   0.253922,    0.000000 | 1.731867e-09, 4.446682e-09, 8.381903e-08 : 000, -1 :  84
1766 :   0.142733,   0.369115,  64.153319 |  -0.444565,   0.476531,    0.000000 | 2.675077e-09, 5.954546e-09, 8.381903e-08 : 000, -1 :  84
1767 :   0.680405,   0.884952, 134.867086 |  -1.823305,  -0.233953,    0.000000 | 2.155674e+00, 1.879156e-01, 2.643214e+01 : 100,  1 :  56
1768 :   0.733206,  -0.207446, -12.812914 |   1.101591,  -0.600873,    0.000000 | 1.989655e+00, 2.764321e-01, 1.289192e+00 : 100,  3 :  58
1769 :  -0.543113,  -0.285835, -67.263223 |  -0.779799,   0.642949,    0.000000 | 1.774769e-09, 2.959647e-09, -0.000000e+00 : 000, -1 :  84
1770 :  -0.028230,   0.150205,  87.915848 |  -0.248879,  -0.037462,    0.000000 | 1.802985e-09, 7.356332e-10, 8.381903e-08 : 000, -1 :  84
1771 :   0.749765,  -0.502775, -30.850493 |   0.635414,  -1.343947,    0.000000 | 7.621534e-01, 2.214902e+00, 1.241554e+01 : 010,  1 :  56
1772 :   0.130146,  -0.948655, -118.558180 |  -1.474592,   0.558571,    0.000000 | 1.986537e+00, 1.279463e+00, 1.012323e+01 : 110,  1 :  56
1773 :  -0.760227,  -0.101286,  43.856805 |  -0.787155,  -0.987668,    0.000000 | 1.695309e-01, 6.832011e-01, 1.138561e+01 : 100,  2 :  57
1774 :   0.562537,  -0.152688,  -8.823246 |   0.876833,  -0.390558,    0.000000 | 8.203521e-10, 1.219871e-09, 8.381903e-08 : 000, -1 :  84
1775 :   0.349625,   0.207461, -166.010969 |  -0.476086,  -0.470685,    0.000000 | 2.542350e-09, 3.220133e-09, 8.381903e-08 : 000, -1 :  84
1776 :   0.809432,   0.639955, -167.897142 |  -1.082354,  -1.309903,    0.000000 | 1.188184e+00, 1.945254e+00, 6.332091e+00 : 010,  1 :  56
1777 :  -0.934639,  -0.570082, 178.264460 |   1.566852,   0.891744,    0.000000 | 1.879853e+00, 1.503940e+00, 1.669941e+01 : 100,  1 :  56
1778 :  -0.982327,  -0.385713, -141.700540 |   0.875845,   1.501053,    0.000000 | 5.952100e-01, 2.431321e+00, 1.986451e+01 : 010,  1 :  56
1779 :  -0.872446,  -0.962811, -72.801577 |  -1.939433,   0.903660,    0.000000 | 2.058994e+00, 1.076397e+00, 1.236526e+00 : 100,  1 :  56
1780 :   0.801036,   0.732666,  89.327677 |  -1.190964,   1.333181,    0.000000 | 1.492483e+00, 1.765294e+00, 1.776263e+01 : 010,  1 :  56
1781 :   0.498835,   0.009511, 156.740224 |  -0.760881,   0.310007,    0.000000 | 1.019897e-09, 2.758960e-12, -0.000000e+00 : 000, -1 :  84
1782 :  -0.187908,  -0.642825, 131.124696 |   1.000924,   0.463132,    0.000000 | 1.952621e+00, 6.590342e-01, 8.653503e+00 : 100,  2 :  57
1783 :   0.715431,   0.062225, -42.588313 |   0.936733,  -0.721838,    0.000000 | 1.898570e+00, 6.813953e-01, 1.011712e+01 : 100,  2 :  57
1784 :   0.145696,  -0.963230, 117.172958 |   1.301574,   0.937833,    0.000000 | 9.295762e-01, 2.376741e-01, 8.738010e+00 : 010,  1 :  56
1785 :  -0.802833,  -0.869371, -104.015198 |  -1.068848,   1.629432,    0.000000 | 1.166209e+00, 1.990497e+00, 4.419751e+00 : 010,  1 :  56
1786 :  -0.377790,   0.381302,  22.390762 |  -0.814412,   0.343590,    0.000000 | 1.714583e-10, 1.938996e-10, 8.381903e-08 : 000, -1 :  84
1787 :  -0.302180,   0.712590, -20.493260 |  -0.055298,   1.273416,    0.000000 | 9.583237e-01, 2.053440e+00, 2.058311e+00 : 010,  1 :  56
1788 :   0.379411,  -0.479278, 132.933320 |   0.152271,   0.995044,    0.000000 | 9.360379e-10, 1.435406e-09, 8.381903e-08 : 000, -1 :  84
1789 :   0.700747,  -0.107608, -70.431062 |   0.219540,  -1.146662,    0.000000 | 2.543473e-01, 2.088977e+00, 1.290225e+01 : 010,  2 :  57
1790 :   0.411024,   0.989545, 157.396357 |  -1.251187,  -1.244218,    0.000000 | 2.139879e+00, 9.654127e-01, 4.168694e+00 : 100,  1 :  56
1791 :  -0.421590,  -0.827944, 135.613427 |   1.449852,   0.488722,    0.000000 | 2.403495e+00, 4.576022e-01, 2.595162e+01 : 100,  1 :  56
1792 :  -0.898075,   0.859085,  26.284042 |  -1.952472,   0.613546,    0.000000 | 2.175817e+00, 7.739552e-01, 7.849093e+00 : 100,  1 :  56
1793 :  -0.386324,   0.992206, 117.281406 |  -1.160576,  -1.314346,    0.000000 | 8.654289e-01, 2.238757e+00, 8.846457e+00 : 010,  1 :  56
1794 :   0.800308,   0.438022, -45.469950 |   1.438447,  -0.433671,    0.000000 | 2.381259e+00, 4.522204e-01, 2.609510e+01 : 100,  1 :  56
1795 :   0.400736,   0.408534, -175.167217 |  -0.600892,  -0.725963,    0.000000 | 4.347704e-09, 3.127412e-09, -0.000000e+00 : 000, -1 :  84
1796 :  -0.589559,  -0.249476, 163.854259 |   1.046812,   0.124645,    0.000000 | 5.759477e-02, 2.929406e-01, 1.174704e+01 : 100,  2 :  57
1797 :  -0.421011,  -0.822938,  81.000598 |   1.230050,  -0.896753,    0.000000 | 1.206148e+00, 1.853767e+00, 9.435546e+00 : 010,  1 :  56
1798 :  -0.738838,  -0.844549, -34.707381 |  -1.792089,  -0.450546,    0.000000 | 2.261557e+00, 5.531413e-01, 1.627243e+01 : 100,  1 :  56
1799 :   0.179457,   0.866581, -25.207425 |   0.875156,   1.165294,    0.000000 | 1.726807e-01, 9.551507e-01, 6.772476e+00 : 100,  1 :  56
1800 :  -0.520179,  -0.234907, -145.146256 |   0.481875,   0.806981,    0.000000 | 4.108193e-09, 2.044570e-09, 8.381903e-08 : 000, -1 :  84
1801 :   0.955044,  -0.064938, 135.214829 |  -1.040917,   1.183809,    0.000000 | 6.408195e-01, 6.088796e-01, 2.635022e+01 : 010,  1 :  56
1802 :   0.154174,   0.632429, -135.564074 |   0.547853,  -0.921387,    0.000000 | 7.064667e-01, 1.916894e+00, 1.196473e+01 : 010,  2 :  57
1803 :  -0.201576,  -0.646735, 118.162930 |   1.095601,   0.210020,    0.000000 | 2.029962e+00, 4.212936e-01, 4.308263e+00 : 100,  2 :  57
1804 :  -0.929478,  -0.122923, -36.619174 |  -1.349254,   0.750539,    0.000000 | 1.893576e+00, 1.470185e+00, 1.818423e+01 : 110,  1 :  56
1805 :   0.599339,  -0.291567, -49.684666 |   0.272456,  -1.063206,    0.000000 | 6.489398e-01, 1.983994e+00, 7.844141e+00 : 010,  2 :  57
1806 :  -0.849558,  -0.113106, -29.155508 |  -1.312505,   0.518916,    0.000000 | 2.045395e+00, 4.310739e-01, 3.315684e+00 : 100,  2 :  57
1807 :   0.531804,  -0.851361, -112.741391 |  -1.631537,  -0.265702,    0.000000 | 2.088594e+00, 8.936767e-01, 4.306442e+00 : 100,  1 :  56
1808 :  -0.754487,   0.339621, -136.966505 |   1.289844,   0.439082,    0.000000 | 1.988304e+00, 4.287303e-01, 2.459855e+01 : 100,  1 :  56
1809 :  -0.334008,   0.409274,  16.788635 |  -0.721259,   0.486377,    0.000000 | 2.144127e-09, 2.111236e-09, 8.381903e-08 : 000, -1 :  84
1810 :   0.064702,   0.911991,  49.783758 |  -1.078021,   1.051056,    0.000000 | 1.880648e+00, 6.640977e-01, 7.745050e+00 : 100,  2 :  57
1811 :   0.844487,  -0.127926,  49.852122 |   1.057678,   0.927175,    0.000000 | 6.428537e-01, 1.877940e+00, 7.676686e+00 : 010,  2 :  57
1812 :  -0.922569,  -0.942587,  79.451439 |   1.247855,  -1.777737,    0.000000 | 1.295259e+00, 1.922590e+00, 7.886388e+00 : 010,  1 :  56
1813 :   0.823156,   0.519285,  88.431519 |  -0.817714,   1.378439,    0.000000 | 1.450364e+00, 1.884063e+00, 1.686647e+01 : 010,  1 :  56
1814 :   0.631818,  -0.987372, -142.858954 |  -1.811122,   0.667937,    0.000000 | 2.369709e+00, 5.027878e-01, 1.870610e+01 : 100,  1 :  56
1815 :   0.628055,  -0.864301, -80.677660 |  -1.236961,  -1.251155,    0.000000 | 1.254537e+00, 1.876921e+00, 9.112608e+00 : 010,  1 :  56
1816 :   0.627215,  -0.886338, -83.588222 |  -1.335112,  -1.189409,    0.000000 | 1.319213e+00, 1.805417e+00, 1.202317e+01 : 010,  1 :  56
1817 :  -0.203411,   0.554738, -147.285071 |   0.775555,  -0.587571,    0.000000 | 1.367610e-09, 4.145148e-09, -0.000000e+00 : 000, -1 :  84
1818 :   0.257879,  -0.563057,  36.283404 |   0.891033,  -0.496124,    0.000000 | 5.823912e-09, 2.034064e-09, 8.381903e-08 : 000, -1 :  84
1819 :   0.528537,  -0.483796, 122.264693 |   0.209046,   1.161282,    0.000000 | 7.476206e-01, 2.126578e+00, 1.382974e+01 : 010,  1 :  56
1820 :   0.975483,  -0.392378, 151.105439 |  -1.094188,   1.341918,    0.000000 | 8.271523e-01, 2.265610e+00, 1.045961e+01 : 010,  1 :  56
1821 :  -0.354339,   0.177921, 146.421314 |   0.324089,  -0.566830,    0.000000 | 3.817207e-09, 9.914296e-10, -0.000000e+00 : 000, -1 :  84
1822 :   0.277161,  -0.791057,  88.157590 |   1.316682,   0.414300,    0.000000 | 1.991516e+00, 1.394087e+00, 1.659254e+01 : 100,  1 :  56
1823 :  -0.477785,  -0.123746, 176.686635 |   0.797260,   0.157965,    0.000000 | 2.202715e-09, 1.016584e-09, 8.381903e-08 : 000, -1 :  84
1824 :  -0.412117,  -0.541089, -85.782870 |  -0.938537,   0.611297,    0.000000 | 7.753177e-03, 5.092423e-01, 1.815751e-01 : 100,  2 :  57
1825 :  -0.321972,  -0.263673,  64.679933 |   0.165736,  -0.664973,    0.000000 | 4.127723e-09, 7.972983e-10, 8.381903e-08 : 000, -1 :  84
1826 :   0.746190,   0.568572, 125.257567 |  -1.473878,   0.462909,    0.000000 | 2.247925e+00, 6.279101e-01, 1.682262e+01 : 100,  1 :  56
1827 :  -0.604271,  -0.433244,  43.914741 |  -0.221996,  -1.204131,    0.000000 | 5.322115e-01, 2.521292e-01, 2.547979e+01 : 010,  1 :  56
1828 :   0.795688,  -0.665117, -179.563680 |  -1.318610,   1.085279,    0.000000 | 1.792520e+00, 1.485447e+00, 1.799863e+01 : 100,  1 :  56
1829 :   0.409222,   0.510821, -18.473749 |   0.905715,   0.584317,    0.000000 | 6.089471e-02, 3.638003e-01, 6.872427e+00 : 100,  3 :  58
1830 :  -0.693829,  -0.074557,  70.083748 |  -0.273777,  -1.116058,    0.000000 | 2.691934e-01, 2.096806e+00, 1.255494e+01 : 010,  2 :  57
1831 :   0.286721,  -0.458761, -32.662937 |  -0.010230,  -0.890823,    0.000000 | 4.999527e-09, 3.633105e-10, 8.381903e-08 : 000, -1 :  84
1832 :   0.672869,   0.357289, -74.978544 |   0.855451,  -0.917696,    0.000000 | 1.691767e-02, 1.087037e+00, 3.413493e+00 : 100,  1 :  56
1833 :  -0.526583,  -0.545955, -109.890567 |  -0.550396,   1.121306,    0.000000 | 9.947541e-01, 2.058454e+00, 1.455618e+00 : 010,  1 :  56
1834 :  -0.854975,  -0.267505, -51.280130 |  -1.224381,   0.822944,    0.000000 | 3.956365e-01, 6.742342e-01, 2.028492e+01 : 100,  1 :  56
1835 :   0.941290,  -0.086404,  21.106992 |   1.497322,   0.425458,    0.000000 | 2.042186e+00, 1.084420e+00, 2.672043e+00 : 110,  1 :  56
1836 :  -0.909095,  -0.255507,  72.045108 |  -0.061229,  -1.553860,    0.000000 | 9.899418e-01, 2.062464e+00, 4.800572e-01 : 110,  1 :  56
1837 :   0.891626,  -0.299699,  20.673075 |   1.547985,   0.056607,    0.000000 | 2.060697e+00, 9.396588e-01, 2.238126e+00 : 100,  1 :  56
1838 :   0.590282,   0.185827, 160.151694 |  -1.018210,   0.042208,    0.000000 | 2.002649e+00, 1.590680e-01, 1.921535e+00 : 100,  4 :  59
1839 :   0.844475,   0.990429, -18.067384 |   1.827908,   1.119289,    0.000000 | 2.065982e+00, 1.055884e+00, 3.675653e-01 : 100,  1 :  56
1840 :  -0.767420,  -0.954521,  29.942962 |  -0.310496,  -1.992848,    0.000000 | 6.366263e-01, 2.177356e+00, 1.150801e+01 : 010,  1 :  56
1841 :  -0.396449,  -0.371818, 164.434817 |   0.793214,   0.414655,    0.000000 | 2.085573e-09, 3.215487e-09, 8.381903e-08 : 000, -1 :  84
1842 :   0.364088,  -0.843058, 151.953017 |   0.123625,   1.507186,    0.000000 | 7.517721e-01, 2.060556e+00, 9.612034e+00 : 010,  1 :  56
1843 :   0.880052,   0.309260,  47.077344 |   0.614014,   1.408060,    0.000000 | 3.621220e-01, 1.933351e+00, 2.448771e+01 : 010,  1 :  56
1844 :   0.346004,   0.121904, -40.006912 |   0.565493,  -0.212538,    0.000000 | 2.492835e-10, 1.680149e-09, 8.381903e-08 : 000, -1 :  84
1845 :   0.669371,   0.757169, 161.489108 |  -1.441129,  -0.832405,    0.000000 | 2.058488e+00, 1.031337e+00, 7.594340e-02 : 100,  1 :  56
1846 :   0.031567,   0.263676, -37.035925 |   0.303028,   0.315302,    0.000000 | 1.098784e-09, 1.261003e-10, 8.381903e-08 : 000, -1 :  84
1847 :   0.675871,  -0.286152, -48.303779 |   0.388490,  -1.144505,    0.000000 | 6.905625e-01, 1.964799e+00, 9.225029e+00 : 010,  2 :  57
1848 :  -0.979867,  -0.465544, -126.650599 |   0.348148,   1.752215,    0.000000 | 4.434691e-01, 2.049641e+00, 1.821565e+01 : 010,  1 :  56
1849 :   0.047696,   0.259477, -39.141653 |   0.330643,   0.281826,    0.000000 | 3.548071e-09, 3.188654e-09, 1.676381e-07 : 000, -1 :  84
1850 :   0.673797,   0.486036,   3.586801 |   1.057337,   0.868233,    0.000000 | 1.289659e+00, 1.802280e+00, 1.484815e+01 : 010,  1 :  56
1851 :   0.290985,  -0.002137,  68.633424 |   0.177859,   0.444965,    0.000000 | 1.498862e-09, 8.152300e-10, 8.381903e-08 : 000, -1 :  84
1852 :  -0.236987,  -0.510253, -117.744763 |  -0.561979,   0.736564,    0.000000 | 1.913426e-09, 1.578140e-09, -0.000000e+00 : 000, -1 :  84
1853 :  -0.644061,  -0.631622,  90.817870 |   1.055163,  -1.045658,    0.000000 | 1.785700e+00, 1.395378e+00, 1.761708e+01 : 100,  1 :  56
1854 :   0.316644,   0.233225, 114.322435 |  -0.564742,   0.316969,    0.000000 | 1.097761e-09, 2.888956e-10, -0.000000e+00 : 000, -1 :  84
1855 :  -0.599167,   0.148176,  63.805361 |  -0.654494,  -0.777639,    0.000000 | 1.150883e-09, 7.120857e-10, -0.000000e+00 : 000, -1 :  84
1856 :  -0.835990,  -0.995983,  81.061237 |   1.406319,  -1.614799,    0.000000 | 1.330340e+00, 1.862823e+00, 9.496186e+00 : 010,  1 :  56
1857 :   0.519372,   0.464265,  47.618893 |   0.011766,   1.147117,    0.000000 | 6.956800e-01, 2.026749e+00, 9.909915e+00 : 010,  2 :  57
1858 :   0.146698,   0.268075, -66.823641 |   0.500904,  -0.048341,    0.000000 | 6.224109e-10, 1.171693e-09, -0.000000e+00 : 000, -1 :  84
1859 :   0.636722,  -0.280998, -49.704794 |   0.325171,  -1.099000,    0.000000 | 6.544117e-01, 1.977634e+00, 7.824014e+00 : 010,  2 :  57
1860 :  -0.578719,   0.439870, -117.326853 |   1.081018,   0.514128,    0.000000 | 1.318540e-01, 8.659848e-01, 8.891904e+00 : 100,  1 :  56
1861 :  -0.284916,  -0.880313, -59.264917 |  -1.485831,  -0.337593,    0.000000 | 2.022904e+00, 1.324811e+00, 1.230013e+01 : 110,  1 :  56
1862 :  -0.954417,  -0.604845,  -7.444933 |  -1.687505,  -0.783988,    0.000000 | 1.953458e+00, 1.353929e+00, 1.099002e+01 : 100,  1 :  56
